Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4339,PR,San Sebastian (Municipio),BO GUACIO SECTOR QUINTO RIO,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),BO ROBLES,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),DAN SEBASTIAN,685,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),ISABELA,662,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),ISABELA,685,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),LARES,669,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),MAYAGUEZ,680,1,1,0,1,0,0,1,5596,0,0,5596,1,0,0,0
4339,PR,San Sebastian (Municipio),MOCA,675,1,1,1,0,0,0,1,840,0,0,840,1,0,0,0
4339,PR,San Sebastian (Municipio),MOCA,676,6,6,6,0,0,0,4,8091,0,0,8091,4,0,0,0
4339,PR,San Sebastian (Municipio),NTERIOR CALABASSA,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),PR,685,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),PUERTO RICO,685,8,0,0,0,0,0,2,1000,0,0,1000,2,0,0,0
4339,PR,San Sebastian (Municipio),QUEBRADILLAS,678,3,3,3,0,0,0,1,777,0,0,777,1,0,0,0
4339,PR,San Sebastian (Municipio),SAB SEBASTIAN,685,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAM SEBASTIAN,685,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN GERMAN,683,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN JUAN,909,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN JUAN,921,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SABASTIAN,625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SABASTIAN,685,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEB,685,2,2,2,0,0,0,1,891,0,0,891,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBAS,685,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBAST,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTAIN,685,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIA,685,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAB,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,0,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,605,1,1,1,0,0,0,1,547,0,432,115,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,627,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,668,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,669,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,678,2,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,685,"3,175",1769,1598,126,45,0,1082,1587282,2545,155944,1428793,"1,074",8,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,766,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,885,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,9685,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SANSEBASTIAN,685,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN PUERTO RICO,685,2,2,1,0,1,0,2,6721,0,864,5857,2,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAS,685,4,2,2,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIASN,685,1,1,0,1,0,0,1,3416,0,864,2552,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTION,685,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTISN,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASYIAN,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBATIAN,685,4,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBBASTIAN,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBSTIAN,685,3,1,1,0,0,0,1,450,0,0,450,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SENASTIAN,685,3,2,2,0,0,0,2,1000,0,0,1000,2,0,0,0
4339,PR,San Sebastian (Municipio),SAN SERBASTIAN,682,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEWBASTIAN,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SECTOR DOMENECH,685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SS,685,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,San Sebastian (Municipio),SSN SEBASTIAN,685,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),AIBONITO,705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),COAMO,757,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),COAMO,769,1,1,1,0,0,0,1,166,0,0,166,1,0,0,0
4339,PR,Santa Isabel (Municipio),ISABELA,662,16,12,11,1,0,0,4,2328,0,0,2328,4,0,0,0
4339,PR,Santa Isabel (Municipio),PASO SECO,575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),PASO SECO,757,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),SALINAS,757,3,1,1,0,0,0,1,932,0,432,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),SAN ISABEL,757,2,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),SAN JUAN,923,1,1,1,0,0,0,1,950,0,0,950,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA IASBEL,757,1,1,0,1,0,0,1,7929,0,1080,6849,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABE,757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SA NTA ISABEL,757,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,575,2,2,2,0,0,0,2,646,0,0,646,2,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,612,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,751,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,756,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,757,"1,700",1284,1086,149,49,0,881,1782185,3540,176826,1601820,872,9,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,769,4,1,0,1,0,0,2,8514,0,1512,7002,2,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,787,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,857,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTAISABEL,757,16,14,12,1,1,0,8,30421,0,1512,28909,7,1,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABELA,757,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL PR,757,2,2,2,0,0,0,1,1231,0,0,1231,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL S,757,2,1,1,0,0,0,1,1754,0,0,1754,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISAV,704,1,1,1,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISBAEL,757,2,2,2,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISSBEL,757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA SIABEL,757,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),S I,757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Santa Isabel (Municipio),SSNTA ISABEL,757,1,0,0,0,0,0,1,500,0,0,500,1,0,0,0
4339,PR,Santa Isabel (Municipio),VILLALBA,757,1,1,1,0,0,0,1,66,0,0,66,1,0,0,0
4339,PR,Toa Alta (Municipio),BARIO GALATE CENTRO TOA ALTA,953,1,1,1,0,0,0,1,2468,0,0,2468,1,0,0,0
4339,PR,Toa Alta (Municipio),BARRANQUITAS,954,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Toa Alta (Municipio),BARRIO GALATEO TOA ALTA,953,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Toa Alta (Municipio),BARRIO PINAS TOA ALTA,953,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Toa Alta (Municipio),BARRIO PINA TOA ALTA,953,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Toa Alta (Municipio),BAYAMON,953,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Toa Alta (Municipio),BAYAMON,956,5,4,3,0,1,0,3,13880,0,1486,12394,2,1,0,0
4339,PR,Toa Alta (Municipio),BAYAMON,957,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,PR,Toa Alta (Municipio),BAYAMON,961,2,1,1,0,0,0,1,1052,0,553,499,1,0,0,0
